"","cancer","ceRNA","drug","train_database","method_DE","log2FC","DE_pvalue","method_scc","scc_r","scc_pvalue","fdr"
"1540","TGCT","AC021242.3-MIR367-NFKBIB","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.544107259732,0.000639380385309205,"spearman",-0.360677420796282,1.29081366839289e-05,4.41263487018637e-05
"1541","TGCT","AC021242.3-MIR367-PIK3CD","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.19584869093819,1.78222382328943e-05,"spearman",-0.404790205102998,7.71140487988714e-07,3.37231337068269e-06
"1542","TGCT","AC021242.3-MIR516B2-CBLB","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.242320590941423,0.000498173686675689,"spearman",-0.340891013896957,4.0179869679561e-05,0.000123995724589591
"1543","TGCT","AC021242.3-MIR516B2-CBLB","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.14129390629933,5.32030943753144e-06,"spearman",-0.467460565708923,6.56747232578731e-09,4.33566247013816e-08
"1544","TGCT","AC022960.2-MIR199A1-HSPA5","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",0.818037403273699,0.000712181854390509,"spearman",-0.393931811072881,1.60330487535361e-06,6.56063158347327e-06
"1545","TGCT","AC026356.1-MIR23B-PRDX1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.38262443941839,0.000855160566880803,"spearman",-0.354198132177488,1.88795308538841e-05,6.23985669698738e-05
"1546","TGCT","AC026471.1-MIR516B2-ANXA6","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.194888264377982,0.00425960953670866,"spearman",-0.322780285088699,0.000106443063207193,0.000300397702216568
"1547","TGCT","AC026471.1-MIR516B2-ANXA6","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.03605456295858,1.99647044669093e-05,"spearman",-0.437222395996246,7.38239890028096e-08,3.93949120787681e-07
"1548","TGCT","AC026471.1-MIR516B2-CBLB","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.283904893673782,2.64455224402736e-05,"spearman",-0.372005004691899,6.50780537544183e-06,2.35684940259394e-05
"1549","TGCT","AC026471.1-MIR516B2-CBLB","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.52535403412908,5.91200496760839e-07,"spearman",-0.484552482237812,1.50218683043337e-09,1.13093443934101e-08
"1550","TGCT","AC026471.1-MIR516B2-IL6ST","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.55645488162812,3.25913045515052e-07,"spearman",-0.443925108360516,4.4055141460471e-08,2.46416921008955e-07
"1551","TGCT","AC026471.1-MIR516B2-PLCG1","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.60712212055884,0.000191265960391248,"spearman",-0.33223110952232,6.45089737864142e-05,0.000190607854636755
"1552","TGCT","AC026471.1-MIR516B2-PLCG1","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.26981817137448,0.000329077087501939,"spearman",-0.325787568702802,9.09243761668719e-05,0.000260312018961388
"1553","TGCT","AC026471.1-MIR516B2-PLCG1","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.243518348482958,0.000362486540944061,"spearman",-0.352696724607891,2.0594170924258e-05,6.75492714455067e-05
"1554","TGCT","AC026471.1-MIR516B2-PLCG1","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.906756721549303,0.00115387975219237,"spearman",-0.300978596005183,0.000317857695737646,0.00081150423130745
"1555","TGCT","AC040169.3-MIR331-IL6R","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.72129189768966,8.70681863216095e-05,"spearman",-0.344573037222396,3.27133416748879e-05,0.000102863659627705
"1556","TGCT","AC048344.4-MIR23B-PRDX1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.36353366351406,0.0011885375154081,"spearman",-0.356821126949372,1.62022660403511e-05,5.42693552027809e-05
"1557","TGCT","AC064807.1-MIR302A-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.81523246524683,7.30310758962436e-05,"spearman",-0.34738370794048,2.79134636147551e-05,8.91233149257242e-05
"1558","TGCT","AC064807.1-MIR302B-IFNAR2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.48931714473206,0.000490394293174651,"spearman",-0.309196121363778,0.000212538583011647,0.000563158051547596
"1559","TGCT","AC064807.1-MIR302B-TXK","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.49838518949779,0.000318596717567972,"spearman",-0.361186826935967,1.25235724559669e-05,4.29186109684605e-05
"1560","TGCT","AC064807.1-MIR302C-ADA2","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.21436214566226,0.00200182011892759,"spearman",-0.366893069395415,8.8930430785862e-06,3.13753143119192e-05
"1561","TGCT","AC064807.1-MIR302C-ADA2","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.957406579424465,0.000757168206138913,"spearman",-0.357826533804013,1.52743477648254e-05,5.14438680905938e-05
"1562","TGCT","AC064807.1-MIR302C-ADA2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.15325261088707,5.64932504639535e-06,"spearman",-0.525421153760222,3.11715634145015e-11,3.30419061812242e-10
"1563","TGCT","AC064807.1-MIR302C-IGF1R","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.183101835327612,0.00895059971521963,"spearman",-0.312270432101524,0.000182272671773312,0.000489783641108601
"1564","TGCT","AC064807.1-MIR302C-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.544981125585738,0.000514078859114274,"spearman",-0.340247553509987,4.1638660347479e-05,0.000128102162866113
"1565","TGCT","AC064807.1-MIR302C-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.09628138843087,0.000386493715195925,"spearman",-0.359006211180124,1.42494965691506e-05,4.82938567682368e-05
"1566","TGCT","AC064807.1-MIR302C-IL6ST","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.20173557803722,0.00211839228513669,"spearman",-0.334286607980696,5.77255614357069e-05,0.000172317458924766
"1567","TGCT","AC064807.1-MIR302C-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.82416995133316,6.68430850180905e-05,"spearman",-0.333482282496984,6.02962114344559e-05,0.000179240582419375
"1568","TGCT","AC064807.1-MIR302C-PPARD","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.46822704730644,0.000506068023269315,"spearman",-0.377018633540373,4.76620290699434e-06,1.77304009248946e-05
"1569","TGCT","AC064807.1-MIR302D-CD28","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.16020908163596,4.67104991971428e-05,"spearman",-0.431055900621118,1.1755345154749e-07,6.02902735513991e-07
"1570","TGCT","AC064807.1-MIR302D-IRF9","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.32875568083229,0.00133700680838755,"spearman",-0.337754144510478,4.77741451934396e-05,0.000145077728839524
"1571","TGCT","AC064807.1-MIR302D-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.08926795008066,1.39069555350842e-05,"spearman",-0.405062782072479,7.56847035736966e-07,3.31607350798306e-06
"1572","TGCT","AC064807.1-MIR302D-TXK","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.62752602273543,0.000582552551538129,"spearman",-0.346887707225524,2.87092833932566e-05,9.14213042252647e-05
"1573","TGCT","AC064807.1-MIR373-ACVR1B","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.87473230242248,3.55428343550855e-05,"spearman",-0.387988739443228,2.36745932572425e-06,9.35373283223729e-06
"1574","TGCT","AC064807.1-MIR373-RELA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.05006954603103,0.00264961920631456,"spearman",-0.414267840386076,3.98421584250593e-07,1.84641399623343e-06
"1575","TGCT","AC064807.1-MIR519D-ACVR1B","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.04639830569555,7.31393513752142e-06,"spearman",-0.399584431833415,1.09885218760543e-06,4.65030193964523e-06
"1576","TGCT","AC064807.1-MIR519D-F2R","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.80676376287256,0.0104922087806867,"spearman",-0.302649805621341,0.000293155680157796,0.000753804956199233
"1577","TGCT","AC064807.1-MIR519D-F2R","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.35798140421576,0.00291824289083418,"spearman",-0.337311765494437,4.8947563952928e-05,0.000148298538068615
"1578","TGCT","AC064807.1-MIR519D-RFXANK","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.11814943599703,0.000241315432821354,"spearman",-0.380226998525403,3.89430237913127e-06,1.4737116360437e-05
"1579","TGCT","AC064807.1-MIR519D-RFXANK","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",1.77554137470597,0.0001644321441259,"spearman",-0.386750971893293,2.56520752246764e-06,1.00624684219832e-05
"1580","TGCT","AC064807.1-MIR520A-IFNAR2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.48931714473206,0.000490394293174651,"spearman",-0.307028911032664,0.000236610567971754,0.00062048900985365
"1581","TGCT","AC064807.1-MIR520G-AKT3","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.32798245654777,0.000712181854390509,"spearman",-0.30688591983556,0.000238284583696228,0.000624494726725997
"1582","TGCT","AC064807.1-MIR520G-CD28","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",3.06893716575705,6.4122357841242e-08,"spearman",-0.488306001161803,1.07461040114881e-09,8.3300564282409e-09
"1583","TGCT","AC064807.1-MIR520G-RFXAP","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.45308974937029,0.000207900078443283,"spearman",-0.372022878591537,6.50064307176734e-06,2.35455035395453e-05
"1584","TGCT","AC064807.1-MIR520G-TXK","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.57799969582578,0.000146054631082344,"spearman",-0.361843692747665,1.20436319354621e-05,4.14105314701513e-05
"1585","TGCT","AC064807.1-MIR520H-RFXAP","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.36637487728552,0.000482728305215559,"spearman",-0.368247017292998,8.19134867553379e-06,2.91071434156243e-05
"1586","TGCT","AC068473.3-MIR373-JAK1","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.538961362085555,0.000780637909916153,"spearman",-0.33994369721614,4.23446755466706e-05,0.00013009334559169
"1587","TGCT","AC068473.3-MIR373-MICA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.956519095275492,0.00362796647295714,"spearman",-0.320854372402699,0.00011764423309653,0.000329102798913358
"1588","TGCT","AC068473.3-MIR373-RELA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.62427445703311,6.72071434262067e-08,"spearman",-0.50311899548684,2.75213828782451e-10,2.41513689370196e-09
"1589","TGCT","AC068473.3-MIR373-RELA","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",1.80161297908702,7.69999263266768e-05,"spearman",-0.354712006792082,1.83242328239939e-05,6.07109318383755e-05
"1590","TGCT","AC068473.5-MIR302A-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.41138730819807,0.00115387975219237,"spearman",-0.324049331963001,9.96150140067252e-05,0.000282852962612205
"1591","TGCT","AC068473.5-MIR302C-IGF1R","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.18115958259553,0.00987333209119271,"spearman",-0.31542964386255,0.000155383385032161,0.000423909920113814
"1592","TGCT","AC068473.5-MIR302C-IL6ST","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.37720119472878,0.00987333209119271,"spearman",-0.310916484203941,0.000195071238340219,0.000520938743570157
"1593","TGCT","AC068473.5-MIR302C-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.420965222229315,0.0103657415065809,"spearman",-0.340073282988516,4.20422182286376e-05,0.000129252384727785
"1594","TGCT","AC068473.5-MIR302C-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.880618725076612,0.00449135236539951,"spearman",-0.369355199070557,7.6563139791375e-06,2.73550291036942e-05
"1595","TGCT","AC068473.5-MIR302C-IL6ST","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.422211248667029,0.0298851386973749,"spearman",-0.302900040216274,0.000289613924798089,0.000745493218713013
"1596","TGCT","AC068473.5-MIR302C-MALT1","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.840022556296854,0.00367715036427392,"spearman",-0.300866884132446,0.000319575736732472,0.000815535656593296
"1597","TGCT","AC068473.5-MIR302C-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.34500370380771,0.00194576899256334,"spearman",-0.31726171857545,0.000141531260289832,0.000389337889314336
"1598","TGCT","AC068473.5-MIR302C-PPARD","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.75634150363757,5.02086084115606e-05,"spearman",-0.366401537155369,9.16155475023445e-06,3.22417356236739e-05
"1599","TGCT","AC068473.5-MIR302D-IRF9","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.82858204742893,0.000194489290138346,"spearman",-0.32883060011618,7.73924958186026e-05,0.000224957254611638
"1600","TGCT","AC068473.5-MIR302D-NR1D2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.98940902259878,3.42614096796765e-05,"spearman",-0.397926627641986,1.22849706192122e-06,5.14981308330422e-06
"1601","TGCT","AC068473.5-MIR302D-TXK","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.53863839115942,0.0011885375154081,"spearman",-0.302627463246794,0.000293473851642011,0.000754565583802382
"1602","TGCT","AC068473.5-MIR373-ACVR1B","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.87473230242248,3.55428343550855e-05,"spearman",-0.383891147951204,3.08375032056059e-06,1.19054285116151e-05
"1603","TGCT","AC068473.5-MIR373-RELA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.57792811068654,4.34818052639608e-07,"spearman",-0.485334465346977,1.40139896596487e-09,1.06123144811826e-08
"1604","TGCT","AC068473.5-MIR373-RELA","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",1.7620304928664,0.000266323991469086,"spearman",-0.326136109745744,8.92693165906303e-05,0.000256004468923474
"1605","TGCT","AC068473.5-MIR373-TNFRSF13C","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.406652308562986,0.000712181854390509,"spearman",-0.326582957236695,8.71886049959078e-05,0.000250557402760064
"1606","TGCT","AC068790.5-MIR520F-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.469985513924366,0.000690631995287975,"spearman",-0.32837481567541,7.92916902735789e-05,0.000229924721303629
"1607","TGCT","AC068790.5-MIR520F-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.0209049438832,0.000690631995287975,"spearman",-0.336203583716877,5.20067443851071e-05,0.00015671574126094
"1608","TGCT","AC068790.5-MIR520F-IL6ST","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.541286650090964,0.000211351441750987,"spearman",-0.334692509656141,5.64676083320712e-05,0.000168937205669629
"1609","TGCT","AC068790.5-MIR520F-IL6ST","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.84579788560476,1.95913592691042e-05,"spearman",-0.436418070512534,7.84834832721578e-08,4.16551936187304e-07
"1610","TGCT","AC068790.5-MIR520F-MALT1","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.431136133202582,0.00568199523230583,"spearman",-0.306322891996961,0.000244983420370764,0.000640426085068376
"1611","TGCT","AC068790.5-MIR520F-MALT1","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.41000959355879,0.000229653986310951,"spearman",-0.388256847937799,2.32657621448788e-06,9.20594907709576e-06
"1612","TGCT","AC068790.5-MIR520F-PPARD","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",2.19527347299437,1.1248645083007e-05,"spearman",-0.385866213861209,2.71606077589644e-06,1.05991785654086e-05
"1613","TGCT","AC068870.2-MIR302C-ADA2","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.227639263995315,0.000460395674228803,"spearman",-0.349068322981366,2.53626611164841e-05,8.16713066546495e-05
"1614","TGCT","AC068870.2-MIR302C-ADA2","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.19219758735334,0.000175888737732284,"spearman",-0.412181062603333,4.61580574274573e-07,2.11153830883054e-06
"1615","TGCT","AC068870.2-MIR302C-ADA2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.93138703219152,2.95612784959514e-05,"spearman",-0.437910541132311,7.00489329795077e-08,3.75506572573046e-07
"1616","TGCT","AC068870.2-MIR302C-CCL5","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.47834556608767,0.00325552564835681,"spearman",-0.3205728584834,0.000119370732450366,0.000333490207861991
"1617","TGCT","AC068870.2-MIR302C-CD28","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.30971306585975,0.000498173686675689,"spearman",-0.374342017069574,5.63201934209492e-06,2.0660091971441e-05
"1618","TGCT","AC068870.2-MIR302C-CD28","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.04994819988347,0.00112015812196699,"spearman",-0.323258411904017,0.000103820804742451,0.000293619437098497
"1619","TGCT","AC068870.2-MIR302C-ESR1","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.06257707507201,8.92231940713779e-07,"spearman",-0.481321774878234,1.99772569507479e-09,1.46736405905151e-08
"1620","TGCT","AC068870.2-MIR302C-ESR1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",2.28682915971453,3.4876423239861e-11,"spearman",-0.623808034317887,2.34497785098043e-16,7.28483183704531e-15
"1621","TGCT","AC068870.2-MIR302C-ESR1","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",1.93131236490358,3.34140116772361e-06,"spearman",-0.455382278028509,1.77583393345429e-08,1.07807268283154e-07
"1622","TGCT","AC068870.2-MIR302C-ESR1","Rapamycin_1084","GDSC2","Wilcoxon rank-sum test",0.900339444709934,7.60842091158216e-06,"spearman",-0.372089905715179,6.47385079959258e-06,2.34579038825822e-05
"1623","TGCT","AC068870.2-MIR302C-ESR1","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",0.744753712023988,0.000170069721369191,"spearman",-0.335886321998302,5.29150100114924e-05,0.000159214522365376
"1624","TGCT","AC068870.2-MIR302C-ESR1","Eg5_9814_1712","GDSC2","Wilcoxon rank-sum test",3.2018296663174,9.17533531343863e-05,"spearman",-0.341958979400331,3.78640603208221e-05,0.00011749384360634
"1625","TGCT","AC068870.2-MIR302C-ESR1","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",0.569122051241006,0.00171093482606814,"spearman",-0.32212788775191,0.000110120894176764,0.000309915212935629
"1626","TGCT","AC068870.2-MIR302C-IFNAR2","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.07908812348575,5.07228766969968e-07,"spearman",-0.470659993744135,5.01338158777326e-09,3.39000407258608e-08
"1627","TGCT","AC068870.2-MIR302C-IFNAR2","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",2.31475524337195,1.80176005815358e-11,"spearman",-0.631449126413155,7.83824932433673e-17,2.71658438236513e-15
"1628","TGCT","AC068870.2-MIR302C-IFNAR2","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",1.94623267526111,2.89513382844309e-06,"spearman",-0.439166182581885,6.36320603363731e-08,3.43954098316636e-07
"1629","TGCT","AC068870.2-MIR302C-IFNAR2","Rapamycin_1084","GDSC2","Wilcoxon rank-sum test",0.915531144744084,5.64932504639535e-06,"spearman",-0.354122168104026,1.89629508107678e-05,6.26512648323052e-05
"1630","TGCT","AC068870.2-MIR302C-IFNAR2","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",0.757053195963467,0.00013644013158583,"spearman",-0.318016890835158,0.000136163573262259,0.000375833293225684
"1631","TGCT","AC068870.2-MIR302C-IFNAR2","Eg5_9814_1712","GDSC2","Wilcoxon rank-sum test",3.28414655143558,6.80395475896938e-05,"spearman",-0.324254881808839,9.85483235868337e-05,0.000280091262440212
"1632","TGCT","AC068870.2-MIR302C-IFNAR2","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",0.583911166332076,0.0011885375154081,"spearman",-0.301984002859824,0.000302775622661799,0.000776303015197113
"1633","TGCT","AC068870.2-MIR302C-IGF1R","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.207671734609986,0.00498941900775409,"spearman",-0.308802895571741,0.000216729986495136,0.000573168691384102
"1634","TGCT","AC068870.2-MIR302C-IL6ST","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.517197154177074,0.00023736792118096,"spearman",-0.390607265740203,1.9957660752101e-06,8.00738844147166e-06
"1635","TGCT","AC068870.2-MIR302C-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.549102809258102,0.000351012783712287,"spearman",-0.36225926091425,1.1749018515343e-05,4.04852058775013e-05
"1636","TGCT","AC068870.2-MIR302C-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.23522085397087,0.000111050261992074,"spearman",-0.402274453728942,9.15772532414192e-07,3.94113317709149e-06
"1637","TGCT","AC068870.2-MIR302C-IL6ST","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.808642395789959,0.000351012783712287,"spearman",-0.364596273291925,1.02149216638606e-05,3.56083536874013e-05
"1638","TGCT","AC068870.2-MIR302C-MALT1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.39030278189201,0.000270721215567699,"spearman",-0.393190044237902,1.68392604767811e-06,6.85995618471281e-06
"1639","TGCT","AC068870.2-MIR302C-MALT1","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.947935406814334,0.00272396516379575,"spearman",-0.301800795388534,0.00030547355188944,0.000782516770814427
"1640","TGCT","AC068870.2-MIR302C-MALT1","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.998671276525762,0.000351012783712287,"spearman",-0.360279726529335,1.32160829572131e-05,4.50896020475316e-05
"1641","TGCT","AC068870.2-MIR302C-PPARD","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.33344953614435,0.000432116411096008,"spearman",-0.341462978685375,3.89235663945488e-05,0.00012046488423093
"1642","TGCT","AC068870.2-MIR302C-TLR7","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.34037344431799,1.28811894556178e-07,"spearman",-0.524357656731757,3.47088061972495e-11,3.64516734984524e-10
"1643","TGCT","AC068870.2-MIR302C-TLR7","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.97059342403753,8.80152008316154e-09,"spearman",-0.618794405469413,4.73568113364699e-16,1.3646890953135e-14
"1644","TGCT","AC068870.2-MIR302C-TLR7","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",1.81132157961762,5.87939470172743e-06,"spearman",-0.470012064882256,5.29634691021379e-09,3.56343063941821e-08
"1645","TGCT","AC068870.2-MIR302C-TLR7","Rapamycin_1084","GDSC2","Wilcoxon rank-sum test",0.879496986768055,2.40901863433025e-05,"spearman",-0.391384780374458,1.89654300450519e-06,7.64450976013337e-06
"1646","TGCT","AC068870.2-MIR302C-TLR7","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",1.27743314100617,0.000214926668630664,"spearman",-0.352638634434068,2.06633704299399e-05,6.77550922435495e-05
"1647","TGCT","AC068870.2-MIR302C-TXK","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.413180986158679,0.000804781416275987,"spearman",-0.303360293131954,0.000283202932282313,0.000730448819721452
"1648","TGCT","AC068870.2-MIR302C-TXK","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.49427139779438,1.58999501648307e-05,"spearman",-0.422789222038518,2.16202326915385e-07,1.05499565180719e-06
"1649","TGCT","AC068870.2-MIR543-PTK2","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.11703144774557,0.00304079729660762,"spearman",-0.307493632423254,0.000231245085673429,0.000607729213414777
"1650","TGCT","AC068888.1-MIR373-RELA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.45000744033329,1.65239251469624e-06,"spearman",-0.468832387506144,5.85146775704877e-09,3.90287414879111e-08
"1651","TGCT","AC068888.1-MIR373-RELA","Daporinad_1248","GDSC2","Wilcoxon rank-sum test",1.67583894290588,0.000591685074002638,"spearman",-0.326225479243934,8.88494990736928e-05,0.000254896207098831
"1652","TGCT","AC074032.1-MIR302C-ESR1","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.72298888096691,4.16032449061455e-07,"spearman",-0.489525894812101,9.62925592049675e-10,7.53426476283737e-09
"1653","TGCT","AC074032.1-MIR302C-IL6ST","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.479225098784346,0.000619888520265301,"spearman",-0.315916707627687,0.000151582502713865,0.000414568433674011
"1654","TGCT","AC074032.1-MIR302C-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.490586580163655,0.00176074577284239,"spearman",-0.34196791635015,3.78452208044815e-05,0.000117438083733323
"1655","TGCT","AC074032.1-MIR302C-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.07642393036509,0.000522207769168731,"spearman",-0.372049689440994,6.48991359842422e-06,2.35112680183052e-05
"1656","TGCT","AC074032.1-MIR302C-IL6ST","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.62279134810763,0.00398520112064393,"spearman",-0.328035211582287,8.07350081250398e-05,0.000233703260937303
"1657","TGCT","AC074032.1-MIR302C-MALT1","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.831546764120416,0.00873230069279142,"spearman",-0.311966575807677,0.00018507507616993,0.000496605406767083
"1658","TGCT","AC074032.1-MIR302C-MALT1","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.83877267845915,0.00250646305250573,"spearman",-0.357781849054918,1.53145017413427e-05,5.15683828428502e-05
"1659","TGCT","AC078846.1-MIR329-2-IL6ST","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.437474554913314,0.00181188683650531,"spearman",-0.339434291076456,4.35535444624581e-05,0.000133452890653474
"1660","TGCT","AC078846.1-MIR329-2-IL6ST","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.978001297868268,0.00129836476157646,"spearman",-0.353232941597033,1.9965628800343e-05,6.56628824180613e-05
"1661","TGCT","AC078846.1-MIR329-2-IL6ST","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.531786219150197,0.00028428001888517,"spearman",-0.340034631088637,4.21322201951243e-05,0.000129501550694641
"1662","TGCT","AC078846.1-MIR329-2-IL6ST","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.88303783618953,9.07974045569639e-06,"spearman",-0.448509763617677,3.07494745932651e-08,1.77725958626798e-07
"1663","TGCT","AC078846.1-MIR329-2-NR3C1","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.19530327754899,0.000181894606291689,"spearman",-0.318302873229367,0.000134180820898604,0.000370866197422858
"1664","TGCT","AC079466.1-MIR221-IL6R","Sepantronium.bromide_1941","GDSC2","Wilcoxon rank-sum test",1.72129189768966,8.70681863216095e-05,"spearman",-0.343934045310336,3.39078232925524e-05,0.000106262271037401
